part_name,category,part_number,manufacturer,description,price,quantity,min_stock,car_model,year,supplier,is_available
Serpentine Belt,Engine,SP3212,Mercedes,High-quality Serpentine Belt suitable for Mercedes S-Class 2001.,852.61,41,4,S-Class,2001,Superior Parts Co.,True
Clutch Kit,Exhaust,SP5245,Honda,High-quality Clutch Kit suitable for Honda Accord 2005.,431.24,61,5,Accord,2005,Quality Auto,True
Tie Rod End,Electrical,SP4393,Mercedes,High-quality Tie Rod End suitable for Mercedes GLE 2019.,717.93,26,5,GLE,2019,Elite Car Parts,True
Brake Pads,Brakes,SP4170,Ford,High-quality Brake Pads suitable for Ford F-150 2006.,946.11,49,1,F-150,2006,Precision Auto,True
Control Arm,Electrical,SP7037,Ford,High-quality Control Arm suitable for Ford Explorer 2005.,75.06,87,2,Explorer,2005,Elite Car Parts,True
Serpentine Belt,Body,SP7615,Nissan,High-quality Serpentine Belt suitable for Nissan Rogue 2017.,346.65,47,4,Rogue,2017,FastTrack Motors,True
Windshield Wiper Motor,Suspension,SP3359,Chevrolet,High-quality Windshield Wiper Motor suitable for Chevrolet Traverse 2005.,246.62,88,2,Traverse,2005,Precision Auto,True
Strut Assembly,Exhaust,SP1184,Honda,High-quality Strut Assembly suitable for Honda Accord 2017.,383.07,64,2,Accord,2017,Precision Auto,True
Transmission Mount,Engine,SP2655,Ford,High-quality Transmission Mount suitable for Ford Escape 2019.,310.49,53,4,Escape,2019,Precision Auto,True
Wheel Bearing,Suspension,SP4414,Hyundai,High-quality Wheel Bearing suitable for Hyundai Santa Fe 2018.,526.56,31,2,Santa Fe,2018,Elite Car Parts,True
Tie Rod End,Electrical,SP4499,BMW,High-quality Tie Rod End suitable for BMW X5 2013.,67.38,95,3,X5,2013,Quality Auto,True
Brake Pads,Brakes,SP6227,Volkswagen,High-quality Brake Pads suitable for Volkswagen Golf 2019.,581.08,95,1,Golf,2019,Superior Parts Co.,True
Brake Pads,Electrical,SP1879,Kia,High-quality Brake Pads suitable for Kia Sportage 2004.,584.11,70,2,Sportage,2004,FastTrack Motors,True
Heater Core,Exhaust,SP8217,BMW,High-quality Heater Core suitable for BMW X5 2016.,957.03,24,3,X5,2016,Superior Parts Co.,True
Serpentine Belt,Electrical,SP5961,Toyota,High-quality Serpentine Belt suitable for Toyota Corolla 2014.,411.13,37,1,Corolla,2014,FastTrack Motors,True
Clutch Kit,Brakes,SP5705,Honda,High-quality Clutch Kit suitable for Honda Pilot 2011.,102.58,39,4,Pilot,2011,FastTrack Motors,True
Brake Pads,Brakes,SP7980,Chevrolet,High-quality Brake Pads suitable for Chevrolet Malibu 2010.,401.0,59,1,Malibu,2010,Superior Parts Co.,True
Clutch Kit,Engine,SP3882,Honda,High-quality Clutch Kit suitable for Honda Fit 2002.,914.72,93,2,Fit,2002,Quality Auto,True
Coolant Hose,Exhaust,SP6288,Volkswagen,High-quality Coolant Hose suitable for Volkswagen Atlas 2000.,436.87,9,4,Atlas,2000,Precision Auto,True
Drive Shaft,Engine,SP8496,Mercedes,High-quality Drive Shaft suitable for Mercedes GLC 2018.,712.2,53,5,GLC,2018,Superior Parts Co.,True
Wheel Bearing,Engine,SP4184,Honda,High-quality Wheel Bearing suitable for Honda Pilot 2008.,742.01,83,3,Pilot,2008,FastTrack Motors,True
Brake Pads,Body,SP6631,Volkswagen,High-quality Brake Pads suitable for Volkswagen Golf 2017.,81.74,65,2,Golf,2017,Quality Auto,True
Power Steering Pump,Engine,SP9872,BMW,High-quality Power Steering Pump suitable for BMW X5 2000.,45.32,38,5,X5,2000,Superior Parts Co.,True
Control Arm,Exhaust,SP3734,Ford,High-quality Control Arm suitable for Ford Focus 2010.,617.02,41,3,Focus,2010,Superior Parts Co.,True
Oil Filter,Brakes,SP4456,Honda,High-quality Oil Filter suitable for Honda Pilot 2020.,294.72,77,1,Pilot,2020,Quality Auto,True
Tie Rod End,Engine,SP7181,BMW,High-quality Tie Rod End suitable for BMW 7 Series 2018.,524.03,71,3,7 Series,2018,Precision Auto,True
Tie Rod End,Exhaust,SP6383,Volkswagen,High-quality Tie Rod End suitable for Volkswagen Golf 2000.,321.8,54,3,Golf,2000,Quality Auto,True
Mass Air Flow Sensor,Transmission,SP6840,Nissan,High-quality Mass Air Flow Sensor suitable for Nissan Frontier 2019.,349.31,98,4,Frontier,2019,FastTrack Motors,True
Drive Shaft,Cooling,SP9006,Hyundai,High-quality Drive Shaft suitable for Hyundai Palisade 2021.,887.28,2,4,Palisade,2021,FastTrack Motors,True
Water Pump,Cooling,SP6309,Ford,High-quality Water Pump suitable for Ford Explorer 2002.,662.25,39,2,Explorer,2002,FastTrack Motors,True
Shock Absorbers,Brakes,SP5031,Honda,High-quality Shock Absorbers suitable for Honda Pilot 2019.,60.03,44,3,Pilot,2019,FastTrack Motors,True
Drive Shaft,Cooling,SP1011,Volkswagen,High-quality Drive Shaft suitable for Volkswagen Passat 2010.,196.95,94,4,Passat,2010,Elite Car Parts,True
Wheel Hub Assembly,Suspension,SP6248,Hyundai,High-quality Wheel Hub Assembly suitable for Hyundai Tucson 2015.,686.35,5,2,Tucson,2015,Precision Auto,True
Oil Filter,Brakes,SP4507,Kia,High-quality Oil Filter suitable for Kia Optima 2015.,321.87,75,2,Optima,2015,Quality Auto,True
Heater Core,Suspension,SP8791,Mercedes,High-quality Heater Core suitable for Mercedes S-Class 2004.,747.96,82,1,S-Class,2004,Superior Parts Co.,True
Wheel Bearing,Electrical,SP9115,Ford,High-quality Wheel Bearing suitable for Ford F-150 2019.,855.01,58,3,F-150,2019,Elite Car Parts,True
Heater Core,Body,SP2784,Honda,High-quality Heater Core suitable for Honda CR-V 2020.,267.22,46,2,CR-V,2020,Quality Auto,True
Wheel Hub Assembly,Engine,SP6162,Kia,High-quality Wheel Hub Assembly suitable for Kia Telluride 2002.,503.4,10,1,Telluride,2002,Precision Auto,True
Windshield Wiper Motor,Cooling,SP8484,BMW,High-quality Windshield Wiper Motor suitable for BMW 3 Series 2008.,833.93,85,3,3 Series,2008,Elite Car Parts,True
Control Arm,Cooling,SP3544,Toyota,High-quality Control Arm suitable for Toyota Camry 2022.,282.49,7,4,Camry,2022,Precision Auto,True
Brake Rotor,Brakes,SP5770,Nissan,High-quality Brake Rotor suitable for Nissan Maxima 2017.,429.0,15,3,Maxima,2017,FastTrack Motors,True
Wheel Hub Assembly,Engine,SP5757,BMW,High-quality Wheel Hub Assembly suitable for BMW 7 Series 2015.,443.05,12,1,7 Series,2015,FastTrack Motors,True
Ignition Coil,Body,SP9562,Toyota,High-quality Ignition Coil suitable for Toyota Highlander 2006.,316.1,47,1,Highlander,2006,FastTrack Motors,True
Power Steering Pump,Brakes,SP2984,Mercedes,High-quality Power Steering Pump suitable for Mercedes GLC 2007.,96.73,96,4,GLC,2007,FastTrack Motors,True
Clutch Kit,Exhaust,SP8778,Chevrolet,High-quality Clutch Kit suitable for Chevrolet Equinox 2016.,415.44,4,4,Equinox,2016,Superior Parts Co.,True
Throttle Body,Electrical,SP2981,Nissan,High-quality Throttle Body suitable for Nissan Frontier 2019.,88.4,64,5,Frontier,2019,Elite Car Parts,True
Water Pump,Transmission,SP2421,Ford,High-quality Water Pump suitable for Ford Focus 2002.,680.44,29,1,Focus,2002,Superior Parts Co.,True
Starter Motor,Engine,SP2727,Chevrolet,High-quality Starter Motor suitable for Chevrolet Camaro 2017.,338.34,84,4,Camaro,2017,Superior Parts Co.,True
Windshield Wiper Motor,Cooling,SP2899,Volkswagen,High-quality Windshield Wiper Motor suitable for Volkswagen Jetta 2020.,743.64,44,1,Jetta,2020,Quality Auto,True
Spark Plug,Engine,SP3245,Honda,High-quality Spark Plug suitable for Honda Fit 2001.,94.48,26,2,Fit,2001,FastTrack Motors,True
EGR Valve,Engine,SP7241,Hyundai,High-quality EGR Valve suitable for Hyundai Palisade 2004.,463.16,15,3,Palisade,2004,Superior Parts Co.,True
Thermostat,Engine,SP4464,BMW,High-quality Thermostat suitable for BMW 7 Series 2005.,276.14,55,5,7 Series,2005,Precision Auto,True
Windshield Wiper Motor,Exhaust,SP3725,Ford,High-quality Windshield Wiper Motor suitable for Ford Escape 2023.,359.63,82,2,Escape,2023,FastTrack Motors,True
Wheel Hub Assembly,Transmission,SP2449,Volkswagen,High-quality Wheel Hub Assembly suitable for Volkswagen Tiguan 2012.,386.2,57,5,Tiguan,2012,Precision Auto,True
Wheel Hub Assembly,Engine,SP2473,Volkswagen,High-quality Wheel Hub Assembly suitable for Volkswagen Jetta 2011.,853.34,38,5,Jetta,2011,Precision Auto,True
CV Axle,Exhaust,SP2285,Volkswagen,High-quality CV Axle suitable for Volkswagen Passat 2001.,425.06,1,3,Passat,2001,Elite Car Parts,True
Brake Pads,Suspension,SP1788,BMW,High-quality Brake Pads suitable for BMW 7 Series 2023.,515.42,78,5,7 Series,2023,Precision Auto,True
Ball Joint,Transmission,SP3701,Kia,High-quality Ball Joint suitable for Kia Sportage 2006.,936.74,97,5,Sportage,2006,Quality Auto,True
Brake Pads,Cooling,SP7920,Toyota,High-quality Brake Pads suitable for Toyota Highlander 2004.,726.79,41,2,Highlander,2004,Precision Auto,True
Timing Belt,Brakes,SP2171,Honda,High-quality Timing Belt suitable for Honda Accord 2000.,902.95,7,5,Accord,2000,Elite Car Parts,True
Windshield Wiper Motor,Transmission,SP5886,BMW,High-quality Windshield Wiper Motor suitable for BMW 5 Series 2023.,983.96,91,2,5 Series,2023,Elite Car Parts,True
EGR Valve,Brakes,SP5681,Nissan,High-quality EGR Valve suitable for Nissan Sentra 2008.,573.64,5,1,Sentra,2008,FastTrack Motors,True
Exhaust Muffler,Suspension,SP3349,Ford,High-quality Exhaust Muffler suitable for Ford Escape 2013.,794.95,53,4,Escape,2013,Superior Parts Co.,True
Strut Assembly,Suspension,SP4379,Hyundai,High-quality Strut Assembly suitable for Hyundai Sonata 2020.,522.14,42,1,Sonata,2020,FastTrack Motors,True
Water Pump,Body,SP6492,Volkswagen,High-quality Water Pump suitable for Volkswagen Passat 2005.,576.64,98,2,Passat,2005,Precision Auto,True
Fuel Pump,Suspension,SP1514,BMW,High-quality Fuel Pump suitable for BMW X3 2006.,449.02,36,2,X3,2006,Precision Auto,True
Brake Rotor,Transmission,SP3018,BMW,High-quality Brake Rotor suitable for BMW 5 Series 2001.,494.19,10,2,5 Series,2001,Elite Car Parts,True
Brake Pads,Exhaust,SP6378,Nissan,High-quality Brake Pads suitable for Nissan Maxima 2005.,230.87,62,4,Maxima,2005,Superior Parts Co.,True
Water Pump,Body,SP8298,Toyota,High-quality Water Pump suitable for Toyota Highlander 2004.,613.64,36,4,Highlander,2004,FastTrack Motors,True
Fuel Injector,Cooling,SP9058,Nissan,High-quality Fuel Injector suitable for Nissan Maxima 2007.,100.87,98,3,Maxima,2007,Elite Car Parts,True
Brake Rotor,Brakes,SP6930,Mercedes,High-quality Brake Rotor suitable for Mercedes E-Class 2011.,888.1,50,2,E-Class,2011,Precision Auto,True
Wheel Hub Assembly,Electrical,SP7733,Ford,High-quality Wheel Hub Assembly suitable for Ford F-150 2012.,844.32,27,2,F-150,2012,Quality Auto,True
Fuel Injector,Cooling,SP9114,Ford,High-quality Fuel Injector suitable for Ford F-150 2005.,816.71,66,1,F-150,2005,Quality Auto,True
Tie Rod End,Suspension,SP7771,Kia,High-quality Tie Rod End suitable for Kia Sorento 2011.,914.16,75,2,Sorento,2011,Superior Parts Co.,True
Mass Air Flow Sensor,Suspension,SP9192,Nissan,High-quality Mass Air Flow Sensor suitable for Nissan Altima 2011.,506.61,55,1,Altima,2011,FastTrack Motors,True
Brake Pads,Suspension,SP7110,Ford,High-quality Brake Pads suitable for Ford Mustang 2017.,606.85,27,2,Mustang,2017,Quality Auto,True
Strut Assembly,Transmission,SP2215,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Tiguan 2003.,181.9,2,2,Tiguan,2003,Quality Auto,True
EGR Valve,Body,SP2538,Volkswagen,High-quality EGR Valve suitable for Volkswagen Tiguan 2003.,651.09,20,1,Tiguan,2003,FastTrack Motors,True
Mass Air Flow Sensor,Suspension,SP1827,Kia,High-quality Mass Air Flow Sensor suitable for Kia Sorento 2006.,239.16,62,4,Sorento,2006,FastTrack Motors,True
Wheel Bearing,Cooling,SP3412,Nissan,High-quality Wheel Bearing suitable for Nissan Altima 2015.,829.05,34,5,Altima,2015,FastTrack Motors,True
Heater Core,Exhaust,SP6279,Toyota,High-quality Heater Core suitable for Toyota Camry 2009.,304.84,1,3,Camry,2009,Precision Auto,True
Drive Shaft,Body,SP7475,Ford,High-quality Drive Shaft suitable for Ford Explorer 2013.,743.86,88,4,Explorer,2013,Precision Auto,True
Coolant Hose,Exhaust,SP4219,Toyota,High-quality Coolant Hose suitable for Toyota Tacoma 2019.,342.46,19,3,Tacoma,2019,Superior Parts Co.,True
Starter Motor,Body,SP2199,Hyundai,High-quality Starter Motor suitable for Hyundai Elantra 2003.,208.2,83,4,Elantra,2003,FastTrack Motors,True
Coolant Hose,Suspension,SP9719,Ford,High-quality Coolant Hose suitable for Ford F-150 2011.,45.16,47,5,F-150,2011,Precision Auto,True
Mass Air Flow Sensor,Suspension,SP3188,Nissan,High-quality Mass Air Flow Sensor suitable for Nissan Altima 2022.,784.06,21,1,Altima,2022,Superior Parts Co.,True
Fuel Pump,Transmission,SP9767,Ford,High-quality Fuel Pump suitable for Ford Explorer 2014.,889.74,19,2,Explorer,2014,Quality Auto,True
Fuel Injector,Body,SP2869,Mercedes,High-quality Fuel Injector suitable for Mercedes C-Class 2018.,516.41,84,5,C-Class,2018,Elite Car Parts,True
Air Filter,Engine,SP8643,Volkswagen,High-quality Air Filter suitable for Volkswagen Golf 2023.,65.11,4,1,Golf,2023,Quality Auto,True
Catalytic Converter,Exhaust,SP4040,Toyota,High-quality Catalytic Converter suitable for Toyota Tacoma 2017.,454.24,61,4,Tacoma,2017,FastTrack Motors,True
Strut Assembly,Exhaust,SP4865,Hyundai,High-quality Strut Assembly suitable for Hyundai Elantra 2011.,309.03,46,4,Elantra,2011,Precision Auto,True
Wheel Hub Assembly,Electrical,SP6280,Kia,High-quality Wheel Hub Assembly suitable for Kia Telluride 2021.,393.37,1,1,Telluride,2021,Quality Auto,True
Timing Belt,Transmission,SP1799,Ford,High-quality Timing Belt suitable for Ford F-150 2012.,750.47,76,5,F-150,2012,FastTrack Motors,True
Strut Assembly,Brakes,SP2662,BMW,High-quality Strut Assembly suitable for BMW 7 Series 2020.,363.95,84,5,7 Series,2020,Superior Parts Co.,True
Clutch Kit,Brakes,SP1326,Volkswagen,High-quality Clutch Kit suitable for Volkswagen Atlas 2000.,52.49,19,1,Atlas,2000,Superior Parts Co.,True
Brake Rotor,Suspension,SP3134,Chevrolet,High-quality Brake Rotor suitable for Chevrolet Silverado 2002.,799.47,87,2,Silverado,2002,FastTrack Motors,True
Wheel Bearing,Cooling,SP6495,Toyota,High-quality Wheel Bearing suitable for Toyota Corolla 2000.,262.55,31,2,Corolla,2000,FastTrack Motors,True
Headlight Bulb,Electrical,SP3908,Mercedes,High-quality Headlight Bulb suitable for Mercedes GLE 2007.,695.02,12,2,GLE,2007,FastTrack Motors,True
Drive Shaft,Brakes,SP8407,Hyundai,High-quality Drive Shaft suitable for Hyundai Palisade 2009.,94.36,34,4,Palisade,2009,Precision Auto,True
Strut Assembly,Electrical,SP9133,Toyota,High-quality Strut Assembly suitable for Toyota Camry 2013.,407.43,65,5,Camry,2013,Superior Parts Co.,True
Timing Belt,Exhaust,SP6326,Chevrolet,High-quality Timing Belt suitable for Chevrolet Malibu 2021.,506.27,89,3,Malibu,2021,FastTrack Motors,True
EGR Valve,Engine,SP7050,Toyota,High-quality EGR Valve suitable for Toyota Highlander 2008.,122.57,37,2,Highlander,2008,FastTrack Motors,True
Starter Motor,Transmission,SP5297,Chevrolet,High-quality Starter Motor suitable for Chevrolet Equinox 2000.,533.37,92,2,Equinox,2000,Quality Auto,True
Oil Filter,Transmission,SP6272,Nissan,High-quality Oil Filter suitable for Nissan Frontier 2001.,388.77,45,4,Frontier,2001,Elite Car Parts,True
Thermostat,Engine,SP8075,Honda,High-quality Thermostat suitable for Honda Accord 2011.,588.78,17,1,Accord,2011,Elite Car Parts,True
Throttle Body,Brakes,SP8957,Volkswagen,High-quality Throttle Body suitable for Volkswagen Tiguan 2004.,214.97,56,1,Tiguan,2004,Superior Parts Co.,True
Oil Filter,Engine,SP4604,BMW,High-quality Oil Filter suitable for BMW 3 Series 2010.,33.52,63,1,3 Series,2010,Superior Parts Co.,True
Fuel Pump,Body,SP4935,Honda,High-quality Fuel Pump suitable for Honda Fit 2019.,358.52,52,3,Fit,2019,Superior Parts Co.,True
Wheel Bearing,Engine,SP4840,Nissan,High-quality Wheel Bearing suitable for Nissan Altima 2014.,660.96,77,1,Altima,2014,Elite Car Parts,True
Spark Plug,Suspension,SP2248,Volkswagen,High-quality Spark Plug suitable for Volkswagen Golf 2016.,720.39,87,4,Golf,2016,Quality Auto,True
Oil Filter,Transmission,SP1551,Toyota,High-quality Oil Filter suitable for Toyota Corolla 2009.,427.26,37,5,Corolla,2009,Quality Auto,True
Coolant Hose,Transmission,SP3009,Mercedes,High-quality Coolant Hose suitable for Mercedes GLC 2017.,238.16,75,3,GLC,2017,Elite Car Parts,True
Control Arm,Electrical,SP9157,Volkswagen,High-quality Control Arm suitable for Volkswagen Tiguan 2010.,890.48,44,3,Tiguan,2010,Elite Car Parts,True
Heater Core,Body,SP9043,Hyundai,High-quality Heater Core suitable for Hyundai Elantra 2016.,31.79,72,5,Elantra,2016,Superior Parts Co.,True
CV Axle,Electrical,SP6868,BMW,High-quality CV Axle suitable for BMW 3 Series 2015.,170.72,88,3,3 Series,2015,FastTrack Motors,True
Timing Belt,Transmission,SP7884,Kia,High-quality Timing Belt suitable for Kia Sorento 2009.,269.6,46,4,Sorento,2009,Quality Auto,True
Exhaust Muffler,Cooling,SP4902,Nissan,High-quality Exhaust Muffler suitable for Nissan Altima 2014.,26.4,85,2,Altima,2014,Quality Auto,True
Brake Pads,Suspension,SP6650,Kia,High-quality Brake Pads suitable for Kia Sorento 2004.,544.74,19,5,Sorento,2004,Quality Auto,True
Fuel Pump,Electrical,SP7432,Nissan,High-quality Fuel Pump suitable for Nissan Frontier 2012.,25.62,16,3,Frontier,2012,Superior Parts Co.,True
Clutch Kit,Electrical,SP5178,Volkswagen,High-quality Clutch Kit suitable for Volkswagen Atlas 2007.,941.58,61,2,Atlas,2007,Superior Parts Co.,True
Drive Shaft,Suspension,SP8055,Chevrolet,High-quality Drive Shaft suitable for Chevrolet Traverse 2004.,394.78,42,4,Traverse,2004,Quality Auto,True
Fuel Pump,Cooling,SP7093,BMW,High-quality Fuel Pump suitable for BMW X5 2000.,152.18,22,4,X5,2000,Elite Car Parts,True
Drive Shaft,Transmission,SP7991,Chevrolet,High-quality Drive Shaft suitable for Chevrolet Silverado 2007.,675.53,39,1,Silverado,2007,Quality Auto,True
Exhaust Muffler,Cooling,SP8563,Honda,High-quality Exhaust Muffler suitable for Honda CR-V 2022.,764.11,8,5,CR-V,2022,Superior Parts Co.,True
CV Axle,Exhaust,SP9091,BMW,High-quality CV Axle suitable for BMW 3 Series 2018.,314.95,77,3,3 Series,2018,FastTrack Motors,True
Starter Motor,Body,SP1989,Volkswagen,High-quality Starter Motor suitable for Volkswagen Passat 2013.,601.32,13,5,Passat,2013,Elite Car Parts,True
AC Compressor,Electrical,SP8678,Mercedes,High-quality AC Compressor suitable for Mercedes S-Class 2023.,888.63,73,1,S-Class,2023,Elite Car Parts,True
Headlight Bulb,Suspension,SP5087,Hyundai,High-quality Headlight Bulb suitable for Hyundai Santa Fe 2005.,533.88,62,2,Santa Fe,2005,Superior Parts Co.,True
AC Compressor,Suspension,SP6764,Chevrolet,High-quality AC Compressor suitable for Chevrolet Equinox 2000.,120.96,100,3,Equinox,2000,Elite Car Parts,True
Starter Motor,Engine,SP3604,Volkswagen,High-quality Starter Motor suitable for Volkswagen Golf 2022.,828.56,33,4,Golf,2022,Quality Auto,True
Fuel Injector,Engine,SP6040,Toyota,High-quality Fuel Injector suitable for Toyota Highlander 2021.,952.39,36,3,Highlander,2021,Precision Auto,True
Shock Absorbers,Suspension,SP2704,Hyundai,High-quality Shock Absorbers suitable for Hyundai Santa Fe 2023.,861.02,34,1,Santa Fe,2023,Elite Car Parts,True
AC Compressor,Engine,SP4099,Honda,High-quality AC Compressor suitable for Honda Pilot 2018.,939.36,89,4,Pilot,2018,Precision Auto,True
Catalytic Converter,Suspension,SP8815,Chevrolet,High-quality Catalytic Converter suitable for Chevrolet Silverado 2001.,222.88,48,2,Silverado,2001,FastTrack Motors,True
Control Arm,Body,SP3519,Mercedes,High-quality Control Arm suitable for Mercedes GLC 2014.,941.14,98,3,GLC,2014,FastTrack Motors,True
Strut Assembly,Transmission,SP5206,Toyota,High-quality Strut Assembly suitable for Toyota Camry 2007.,690.73,93,3,Camry,2007,Precision Auto,True
Timing Belt,Exhaust,SP9170,Honda,High-quality Timing Belt suitable for Honda Pilot 2000.,909.22,42,4,Pilot,2000,Elite Car Parts,True
Alternator,Brakes,SP3373,Nissan,High-quality Alternator suitable for Nissan Altima 2016.,686.03,21,3,Altima,2016,Superior Parts Co.,True
Throttle Body,Electrical,SP2728,Honda,High-quality Throttle Body suitable for Honda CR-V 2014.,529.77,98,3,CR-V,2014,Precision Auto,True
Mass Air Flow Sensor,Electrical,SP4664,Chevrolet,High-quality Mass Air Flow Sensor suitable for Chevrolet Traverse 2007.,85.0,67,1,Traverse,2007,Precision Auto,True
Heater Core,Transmission,SP9562,Toyota,High-quality Heater Core suitable for Toyota Highlander 2018.,688.97,83,5,Highlander,2018,Quality Auto,True
Alternator,Engine,SP4251,Volkswagen,High-quality Alternator suitable for Volkswagen Passat 2021.,336.81,93,3,Passat,2021,Elite Car Parts,True
Tie Rod End,Cooling,SP3953,Chevrolet,High-quality Tie Rod End suitable for Chevrolet Equinox 2012.,799.84,86,3,Equinox,2012,Elite Car Parts,True
Throttle Body,Suspension,SP8888,Hyundai,High-quality Throttle Body suitable for Hyundai Santa Fe 2002.,843.71,5,4,Santa Fe,2002,Elite Car Parts,True
Air Filter,Electrical,SP2716,Mercedes,High-quality Air Filter suitable for Mercedes S-Class 2011.,946.83,75,4,S-Class,2011,Elite Car Parts,True
Fuel Injector,Suspension,SP5079,Kia,High-quality Fuel Injector suitable for Kia Optima 2012.,688.64,71,4,Optima,2012,Elite Car Parts,True
Thermostat,Suspension,SP4026,Ford,High-quality Thermostat suitable for Ford F-150 2001.,863.35,11,2,F-150,2001,Elite Car Parts,True
CV Axle,Electrical,SP3390,Honda,High-quality CV Axle suitable for Honda Pilot 2018.,471.95,79,3,Pilot,2018,FastTrack Motors,True
Heater Core,Suspension,SP5103,Toyota,High-quality Heater Core suitable for Toyota RAV4 2015.,344.37,60,3,RAV4,2015,Elite Car Parts,True
Heater Core,Suspension,SP3537,Toyota,High-quality Heater Core suitable for Toyota Corolla 2009.,357.61,42,3,Corolla,2009,FastTrack Motors,True
EGR Valve,Exhaust,SP9378,Hyundai,High-quality EGR Valve suitable for Hyundai Sonata 2000.,293.57,56,3,Sonata,2000,FastTrack Motors,True
Brake Pads,Body,SP5916,Kia,High-quality Brake Pads suitable for Kia Telluride 2015.,74.28,28,4,Telluride,2015,Superior Parts Co.,True
Starter Motor,Body,SP3028,Mercedes,High-quality Starter Motor suitable for Mercedes S-Class 2002.,168.45,35,2,S-Class,2002,Quality Auto,True
Control Arm,Engine,SP6524,Ford,High-quality Control Arm suitable for Ford Explorer 2018.,626.97,61,5,Explorer,2018,Precision Auto,True
CV Axle,Engine,SP3270,Ford,High-quality CV Axle suitable for Ford F-150 2022.,306.4,74,4,F-150,2022,Elite Car Parts,True
Timing Belt,Electrical,SP7611,BMW,High-quality Timing Belt suitable for BMW X3 2007.,213.17,97,5,X3,2007,Precision Auto,True
Throttle Body,Transmission,SP1901,Mercedes,High-quality Throttle Body suitable for Mercedes E-Class 2002.,113.37,12,4,E-Class,2002,Quality Auto,True
Catalytic Converter,Cooling,SP2110,Kia,High-quality Catalytic Converter suitable for Kia Optima 2008.,926.26,89,1,Optima,2008,Superior Parts Co.,True
Control Arm,Electrical,SP9103,Ford,High-quality Control Arm suitable for Ford Escape 2001.,185.95,83,3,Escape,2001,FastTrack Motors,True
Brake Rotor,Electrical,SP9291,Mercedes,High-quality Brake Rotor suitable for Mercedes C-Class 2010.,380.32,22,2,C-Class,2010,Precision Auto,True
CV Axle,Cooling,SP2854,Chevrolet,High-quality CV Axle suitable for Chevrolet Silverado 2020.,179.38,14,4,Silverado,2020,Elite Car Parts,True
Strut Assembly,Brakes,SP4535,Nissan,High-quality Strut Assembly suitable for Nissan Sentra 2005.,530.4,67,4,Sentra,2005,FastTrack Motors,True
Throttle Body,Suspension,SP5224,Hyundai,High-quality Throttle Body suitable for Hyundai Sonata 2003.,424.38,91,1,Sonata,2003,Quality Auto,True
Brake Pads,Electrical,SP9941,Mercedes,High-quality Brake Pads suitable for Mercedes C-Class 2002.,678.75,47,2,C-Class,2002,Quality Auto,True
Headlight Bulb,Suspension,SP6829,Chevrolet,High-quality Headlight Bulb suitable for Chevrolet Malibu 2015.,935.08,35,1,Malibu,2015,Precision Auto,True
Wheel Hub Assembly,Cooling,SP2542,Volkswagen,High-quality Wheel Hub Assembly suitable for Volkswagen Jetta 2001.,677.13,41,4,Jetta,2001,Quality Auto,True
Windshield Wiper Motor,Body,SP8516,Mercedes,High-quality Windshield Wiper Motor suitable for Mercedes GLE 2015.,123.66,97,1,GLE,2015,FastTrack Motors,True
Thermostat,Engine,SP6290,Ford,High-quality Thermostat suitable for Ford F-150 2010.,49.1,1,5,F-150,2010,Superior Parts Co.,True
Power Steering Pump,Cooling,SP9038,Hyundai,High-quality Power Steering Pump suitable for Hyundai Sonata 2007.,74.04,37,2,Sonata,2007,Precision Auto,True
Brake Rotor,Engine,SP1144,Chevrolet,High-quality Brake Rotor suitable for Chevrolet Malibu 2023.,26.99,8,2,Malibu,2023,FastTrack Motors,True
Ignition Coil,Brakes,SP7651,Chevrolet,High-quality Ignition Coil suitable for Chevrolet Traverse 2012.,104.9,19,4,Traverse,2012,FastTrack Motors,True
Ignition Coil,Suspension,SP9355,Ford,High-quality Ignition Coil suitable for Ford Explorer 2006.,353.57,86,3,Explorer,2006,Precision Auto,True
Battery,Cooling,SP8265,Chevrolet,High-quality Battery suitable for Chevrolet Camaro 2023.,752.43,78,5,Camaro,2023,FastTrack Motors,True
Timing Belt,Brakes,SP5076,Mercedes,High-quality Timing Belt suitable for Mercedes S-Class 2012.,467.46,39,5,S-Class,2012,Superior Parts Co.,True
Battery,Exhaust,SP8814,Toyota,High-quality Battery suitable for Toyota RAV4 2014.,921.29,38,5,RAV4,2014,Superior Parts Co.,True
Strut Assembly,Transmission,SP2218,Mercedes,High-quality Strut Assembly suitable for Mercedes E-Class 2012.,896.65,3,5,E-Class,2012,FastTrack Motors,True
Transmission Mount,Body,SP4557,Chevrolet,High-quality Transmission Mount suitable for Chevrolet Camaro 2018.,214.11,87,3,Camaro,2018,Superior Parts Co.,True
Brake Rotor,Exhaust,SP1634,Volkswagen,High-quality Brake Rotor suitable for Volkswagen Atlas 2001.,289.04,23,5,Atlas,2001,Quality Auto,True
Catalytic Converter,Engine,SP7388,Nissan,High-quality Catalytic Converter suitable for Nissan Maxima 2019.,509.87,95,2,Maxima,2019,Superior Parts Co.,True
Fuel Pump,Suspension,SP2086,Chevrolet,High-quality Fuel Pump suitable for Chevrolet Equinox 2013.,161.81,82,1,Equinox,2013,Quality Auto,True
